\,unemployment_rate,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,employed_male_%,employed_female_%
emp_clean_%,0.020923652611265327,0.037957806144765856,0.016516554347427645,1.019232410563852e-16,4.745523033135712e-15,0.00424493076030965,2.0601312120238695e-06,2.5679298210229394e-06,0.050634390645745486,2.640273949282672e-10,0.0,2.5546202337323873e-05,0.08332068463307946,0.10993583648635445,5.698220655710435e-08,1.3731703174272877e-14,0.0012188384541793197,1.3219882632437348e-08,1.3223577116807622e-10,1.00238431984489e-05,0.00012046952602111842,0.20421595738690348,0.19445721124683696,0.19445721124683696
emp_personalcare_%,7.85178765788724e-10,0.00017367624808864037,7.397497923278438e-07,4.647703221691912e-14,4.538280044251841e-06,0.4862366875847026,6.551751983607199e-07,0.0003045770186205039,0.015517984724921313,1.229183063518979e-07,2.5546202337323873e-05,0.0,0.5664074776678139,5.1400907174849905e-05,0.13712569395794277,0.34508646146077737,0.03359590033306858,0.0023154158280902534,0.0008301863267635869,0.01436977884288463,2.9992557972327113e-07,0.6065693743942591,0.6413353176281098,0.6413353176281098
emp_sales_%,0.021314793257283523,0.0014001696485298272,0.0006866435317165534,0.6774186907236779,0.03925969001652886,0.00027504331856059705,0.40023657464881834,0.5636618840819998,0.09636590658665148,0.2547779292945163,0.08332068463307946,0.5664074776678139,0.0,0.02783182908939421,0.38521454948096256,0.002588358256261389,0.2396074328568785,0.05113532829929082,0.13051158111303224,0.7719370193328265,0.006519687299457557,0.3983763856354331,0.10070424657088006,0.10070424657088006
emp_admin_%,4.967691667008285e-07,0.39179978794710957,0.06669475678063569,4.704980709058129e-11,6.089088066323688e-11,4.1677983611088994e-10,0.43163229153588567,0.0001386455133688703,0.007787749139437087,6.617813676156566e-08,0.10993583648635445,5.1400907174849905e-05,0.02783182908939421,0.0,0.12138983509984333,0.018635784941522765,5.698160259792539e-06,2.1085796748108134e-08,6.752552279652511e-10,7.531842527545581e-05,0.09616524286334009,0.5088119674881163,0.0019010586814726615,0.0019010586814726615
emp_farm_%,0.717387495389008,0.002884083396258542,0.007332579772960724,0.007343783845223111,2.921975560689168e-06,0.19177050881484095,0.6269364511062541,0.46430477616290333,0.05096859316024131,0.9890959696439386,5.698220655710435e-08,0.13712569395794277,0.38521454948096256,0.12138983509984333,0.0,1.4493647946077428e-06,0.012324511487195029,0.004450281747034635,0.03540615190542765,0.6780748624316765,0.002865179796333524,0.000436832213770317,0.9832776805295618,0.9832776805295618
emp_construct_%,0.09941093491081018,3.557620692290104e-05,0.00039031687456078114,8.870950238484693e-07,1.8873482819488884e-20,0.005038809394479428,0.5317471319484661,0.0031122588094517653,0.7513944752732095,0.15937976168769452,1.3731703174272877e-14,0.34508646146077737,0.002588358256261389,0.018635784941522765,1.4493647946077428e-06,0.0,0.0008580931887430442,0.0004032227763029384,3.174494854799822e-11,5.526220545869638e-06,4.714200202057423e-05,0.0057843443274000735,4.4030087410689266e-05,4.4030087410689266e-05
emp_repair_%,0.0017118730146309365,0.028233715966322636,0.15297161070062473,2.994463434172712e-14,4.997956632831558e-09,7.749741447833296e-10,0.2958952473737363,0.010845365033674885,0.013496302101486671,0.3732673117721992,0.0012188384541793197,0.03359590033306858,0.2396074328568785,5.698160259792539e-06,0.012324511487195029,0.0008580931887430442,0.0,1.7186364964627267e-14,1.1709109186684296e-06,0.0007581289970375564,0.051463326457500735,0.019173791308279047,0.004357329905580393,0.004357329905580393
emp_production_%,4.42323677765231e-15,0.2126551745028103,0.004490658654066828,5.5240917866994466e-37,6.338357058949261e-14,6.005583681338687e-16,0.030958157106370083,1.5408072658048872e-20,0.07950938174112822,6.326284121450817e-06,1.3219882632437348e-08,0.0023154158280902534,0.05113532829929082,2.1085796748108134e-08,0.004450281747034635,0.0004032227763029384,1.7186364964627267e-14,0.0,2.5187456368346203e-11,1.9670996432098056e-19,0.0009136649020210155,0.15628026214930876,0.009320842384832922,0.009320842384832922
emp_transport_%,4.4387830405016757e-05,0.91675568719398,0.3819358338044966,9.549303715359225e-18,2.644831327566878e-17,1.3447951592239838e-12,0.4137630278467228,1.7261356812065006e-11,0.005648031204266425,0.0005142398312699254,1.3223577116807622e-10,0.0008301863267635869,0.13051158111303224,6.752552279652511e-10,0.03540615190542765,3.174494854799822e-11,1.1709109186684296e-06,2.5187456368346203e-11,0.0,6.241633782830563e-06,0.06261977536074118,0.48828386927945755,4.569592075163024e-06,4.569592075163024e-06
emp_material_%,3.7464481854208445e-06,0.654003499765752,0.15548584726304035,9.735982573330739e-18,2.7159631983895774e-09,6.970838919501926e-05,7.16223723687327e-05,5.436363707399072e-07,0.6097739436667402,8.665071131210246e-05,1.00238431984489e-05,0.01436977884288463,0.7719370193328265,7.531842527545581e-05,0.6780748624316765,5.526220545869638e-06,0.0007581289970375564,1.9670996432098056e-19,6.241633782830563e-06,0.0,0.04123642902956382,0.008786134023663954,6.331626119632308e-07,6.331626119632308e-07
emp_pop_ratio_wh_only,7.598386179676186e-10,3.8428636241095157e-140,2.9970639439457994e-180,0.18069818373814134,7.502783204395434e-07,0.20067298214522192,0.8798034527836887,4.8438536099713734e-05,0.3874262271367539,0.00014895713526066095,0.00012046952602111842,2.9992557972327113e-07,0.006519687299457557,0.09616524286334009,0.002865179796333524,4.714200202057423e-05,0.051463326457500735,0.0009136649020210155,0.06261977536074118,0.04123642902956382,0.0,0.00038236148217416557,0.24907800214196943,0.24907800214196943
emp_pop_ratio_hisp,0.05590054548004109,1.0378554404097604e-07,1.9417958599121986e-08,0.1410847412423922,0.008242387011258694,0.02349920118375904,0.2939331234717012,0.6353492340777791,0.6557192109334209,0.437053147356815,0.20421595738690348,0.6065693743942591,0.3983763856354331,0.5088119674881163,0.000436832213770317,0.0057843443274000735,0.019173791308279047,0.15628026214930876,0.48828386927945755,0.008786134023663954,0.00038236148217416557,0.0,0.006837110608546207,0.006837110608546207
employed_male_%,0.9957343599933641,0.01364402924333056,0.016283397760071202,0.4972434426604656,0.3891251069159798,0.0007069225456462698,0.6732060873938247,0.35639891588352113,0.006877783575191228,0.7978518856800015,0.19445721124683696,0.6413353176281098,0.10070424657088006,0.0019010586814726615,0.9832776805295618,4.4030087410689266e-05,0.004357329905580393,0.009320842384832922,4.569592075163024e-06,6.331626119632308e-07,0.24907800214196943,0.006837110608546207,0.0,0.0
employed_female_%,0.9957343599933641,0.013644029243330707,0.016283397760071202,0.4972434426604656,0.3891251069159798,0.0007069225456462887,0.6732060873938247,0.35639891588352113,0.006877783575191228,0.7978518856800015,0.19445721124683696,0.6413353176281098,0.10070424657088006,0.0019010586814726615,0.9832776805295618,4.4030087410689266e-05,0.004357329905580393,0.009320842384832922,4.569592075163024e-06,6.331626119632308e-07,0.24907800214196943,0.006837110608546207,0.0,0.0
