Feature,pc1,pc2
comm_carpool_%,0.0,0.026037711480225004
comm_bus_%,0.0385959569301419,-0.1537973131046959
comm_walk_%,0.04066900963412549,-0.06057829484116373
comm_cycle_%,0.01866349114372843,-0.07067715957906394
comm_taxi_%,0.06465855895955608,-0.005538092745988556
comm_wfh_%,-0.10284030270538812,-0.009952070413583725
income_capita_USD,-0.14063779069154542,-0.13749357921466088
households_recfoodstamps_%,-0.17051421704010966,-0.03533564288200379
gini_index,-0.019011992316312905,0.0
lep_%,-0.1545214105456071,0.0
exemplary_%,-0.005363248589118404,0.017988973549259817
proficient_%,-0.009077293194060955,-0.010555031715344422
need_improve_%,-0.014439863470059391,0.005555804021916721
unsatis_%,-0.0005084396280810634,-0.002322681783664026
read_write,-0.12434394052167255,-0.06533104331754579
math,-0.10402979365059915,-0.09914281524925127
dropout_%,-0.10280399941903758,-0.04895258910971363
college_%,-0.08399233576673341,-0.09227572507934674
property_val_USD,0.001324092902841183,-0.04792889160007768
tobbaco_retailers_2019_%,-0.05066007935623028,-0.026114836715136164
licensed_nurses_per1000,0.053875886575249866,-0.037482533469645765
preschool_%,-0.01407734466147334,-0.0415872219678413
health_insurance_coverage_%,-0.12242849650118529,-0.042410371286029265
public_school_%,0.014235786768802524,-0.06900936417446836
private_school_%,-0.011031494581012163,-0.1389081841315994
liquor_per1000,0.031182386288832853,-0.06288615303361253
supermarket_per1000,-0.023736283092539903,0.031841065363436144
food_est_per1000,-0.025815856076520857,0.039020624848175825
dentists_per1000,0.01945210805936639,-0.09098560019367656
young_females_%,0.04240693399277594,-0.054116800967757506
physician_assisted_%,0.055863773893598825,-0.05864008578799897
pa_provider_density_per10000,0.0671170173445067,-0.07613195356161583
median_age,-0.10154345280529711,0.0
lt5years_%,0.07450973524609468,-0.08110256818974772
renter_occupied_%,-0.16371924584591488,0.0
english_verywell_%,0.0,-0.09112374507047763
snap_%,-0.17390271289604692,-0.03553754336394817
physicians_per1000,0.042819086830727916,-0.13324555992975215
pcp_per1000,0.037086385186369114,-0.11937140257495137
psychiatrist_per1000,-0.011071862874555078,-0.06811251370391298
psychologist_per1000,-0.05306960306059974,-0.10783969288420779
pharmacist_per1000,0.07095735406184642,-0.12228169438241462
registerednurses_per1000,0.0,-0.10670009674483338
advancedprn_per1000,0.05678810906057756,-0.12783370884297593
population_density,-0.10898223473275315,0.0
rural_population_%,-0.05465373402808461,0.0
costas%income_wmgage_lt20%_%,-0.06540243320398646,-0.02293942945903781
costas%income_wmgage_20to25%_%,0.0055637475722824315,-0.02845048950437448
costas%income_wmgage_25to30%_%,0.01631016352003202,0.009223371845226183
costas%income_wmgage_30to35%_%,0.026905086305729638,0.008254624906770178
costas%income_wmgage_gt35%_%,0.04182635305174926,0.03125488059373974
costas%income_womgage_lt10%_%,-0.05887504450033112,0.008116546958233153
costas%income_womgage_10to15%_%,-0.004716216333572485,0.003244744977305872
costas%income_womgage_15to20%_%,0.028786644849371868,0.03850031585702181
costas%income_womgage_20to25%_%,0.02238198868598214,0.003488530176290813
costas%income_womgage_25to30%_%,0.023179653464753803,0.013703246584558666
costas%income_womgage_30to35%_%,0.039031917348107986,-0.011224283655164206
costas%income_womgage_gt35%_%,0.02049681381727139,-0.05577899774111356
avg_ela,-0.04774322405365211,-0.03229040440644647
avg_math,-0.02944762053177742,-0.04688373151478275
students_disabilities_%,0.04005421445295132,0.011737737938160147
students_highneeds_%,0.05097829187945147,0.03204443788542758
students_econodisadv_%,0.041475908899239876,0.03608218161613254
student_teacher_ratio,-0.043839316286244254,0.07179992419523251
print_media_circ_%,-0.0029470182595222184,-0.023868408779053416
libraries_%,-0.05653581276335866,0.0
crimes_against_persons_%,-0.12370205061125772,-0.017729488117262597
crimes_against_property_%,-0.11237821239418382,-0.03977909962880592
crimes_against_society_%,-0.023184856756751436,-0.08577250873109886
emp_pop_ratio_wh_only,-0.047839423889741536,-0.033676857685281836
emp_pop_ratio_hisp,-0.009928940498301564,-0.022761038374202326
less_than_highschool_%,0.0,0.03699827170567002
highschool_grad_%,0.0,0.0
associates_degree_%,0.058765891106852736,0.0
bachelors_degree_%,-0.12226720594073306,-0.17518816839356469
vacant_rentals_%,-0.06486855119243283,0.0
employed_male_%,0.0203913793919386,0.026447081515824214
employed_female_%,-0.020391379391938615,-0.026447081515824155
cancer_admissions_AA,0.04536177050633605,-0.137341061106377
cardio_admissions_AA,0.03906096515171325,-0.13486558060045734
cardio_emergencies_AA,0.04323034491991753,-0.14453905638288927
Diabetes_admissions_AA,0.003849067244549112,-0.02627928896603144
Diabetes_emergencies_AA,-0.03513930505788169,-0.038705438215253705
Mental_admissions_AA,0.0452377977656453,-0.11970684898698493
Mental_emergencies_AA,0.04202336477273548,-0.13286664657926373
Stroke_admissions_AA,0.024840288668131504,-0.09563765113538232
fruit_consump_%,-0.05236082455116483,0.0077278696568894205
obsese_adults_%,-0.09242849813141496,-0.03234121469492309
overweight_adults_%,-0.08802492325160166,-0.02237011623089038
diabetic_adults_%,-0.037255311825674875,-0.023534745320045906
heartrate_adult_%,-0.017240470226196243,0.020321471177112537
poor_mental_health_%,-0.0827444456598998,-0.025474400879043752
smoking_rate_%,-0.07645030579862679,-0.12546096603259724
smoking_pregnant_%,-0.0752947935976851,-0.05930377955876994
infant_rate_2014_per1000,0.02187787240179058,0.020150747992903926
hiv_density_per1000,-0.02704307114976555,-0.00040658891986480644
firearm_deaths_2015_%,0.02554933100185314,-0.038134506635077954
live_births_2014_%,0.0,-0.0859262708544785
chlamydia_%,0.019290546475213183,-0.008954583352591425
gonorrhea_%,0.00493774330040359,-0.02757350499704949
syphillis_%,0.009806386114245764,-0.0050593847103677855
nonfatal_opiod_hospitalevents_%,-0.1169141442347785,0.008589226305706825
hypertension_%,-0.10909783498951654,0.004935125770740343
diagnosed_depression_%,-0.10530365096096085,0.0
anyexercise_%,-0.11242319168849106,-0.023877185091672908
suicide_deaths_%,0.01404457788258054,-0.07465027587099707
risk_per1000,-0.09383007832817936,-0.07906548783257768
smokers_quitworks_%,-0.000567050482113723,0.04637917444512555
smokers_helpline_%,0.0007481954221649788,0.05005042258992689
substanceuse_rate_AA,-0.07263263629831765,0.007886138927871074
mentalhealth_hosp_rate,-0.09446131505776695,-0.04371176692253703
breast_cancer_sir,-0.004458093746999032,0.0
prostrate_cancer_sir,-0.015126304856974197,0.0
colorectal_cancer_sir,-0.04477291194201621,0.04500608135426939
lung_cancer_sir,-0.09886784831315765,0.0343758906107306
cervical_cancer_sir,-0.07416614163673323,0.05516411081299552
