\,unemployment_rate,labor_force_rate,emp_rate,emp_business_%,emp_computer_%,emp_legal_%,emp_healthcare_%,emp_healthsupport_%,emp_protective_%,emp_foodprepare_%,emp_clean_%,emp_personalcare_%,emp_sales_%,emp_admin_%,emp_farm_%,emp_construct_%,emp_repair_%,emp_production_%,emp_transport_%,emp_material_%,emp_pop_ratio_wh_only,emp_pop_ratio_hisp,employed_male_%,employed_female_%
emp_clean_%,0.12323387348927403,-0.11082574135873638,-0.127888562443326,-0.4236257033237935,-0.4018017811023575,-0.15227367781243895,-0.2502487575960168,0.2479630893762039,0.1044141092393556,0.32899828681216264,0.9999999999983883,0.22267559091192726,-0.09256484374585278,0.08546932650601102,0.2847234998653265,0.3954711907133045,0.17196691067861627,0.29751172828166134,0.3342011266642159,0.23331457053191929,-0.2038086887267642,-0.044602426967223587,0.06941978844198607,-0.06941978844198607
emp_personalcare_%,0.3205924096156227,-0.19910150269740012,-0.260594927046104,-0.388035675809954,-0.2419504617998542,-0.03728618760693318,-0.26179239468608834,0.19165475336329202,0.12909275156613717,0.277729027336783,0.22267559091192726,0.9999999999854481,0.03070549207827432,0.21437521787423383,0.0795057370406445,0.05054375908538016,0.11345642232135451,0.16211018886890285,0.1776238709593382,0.13056437192702713,-0.2693617497598806,-0.043936310740551335,0.024949431789763797,-0.024949431789763797
emp_sales_%,0.12286329100824761,-0.16988090711025203,-0.18035924003459516,0.022280523924979225,-0.1100903495504246,-0.19302747261097414,-0.045037736781134284,0.03092284962218819,0.08889143669481009,0.060946635415158996,-0.09256484374585278,0.03070549207827432,1.0000000000277904,0.11742097993438892,-0.04648871058259949,-0.1603424614200311,-0.06293080768329586,-0.104189742723028,-0.08086549227232454,-0.015525075194499353,-0.14495525745229426,0.019804169786633092,0.08775799755796555,-0.08775799755796555
emp_admin_%,0.2645004434028025,-0.04584851346825432,-0.09799089132668189,-0.34179926146222456,-0.3399224632826026,-0.3255087215548968,-0.042106587462223774,0.2020130600595929,0.14182814367536034,0.28337733564706746,0.08546932650601102,0.21437521787423383,0.11742097993438892,0.9999999999656652,-0.08283103723499695,0.1255304868841922,0.2395031709432341,0.2934934480630757,0.3217711999275046,0.20970053949975448,-0.08894483721512632,0.0067644758579097596,0.16519607868704975,-0.16519607868704975
emp_farm_%,-0.01938693670584559,-0.15860934493868722,-0.14289443054067796,-0.1428674827659727,-0.2466128202584155,0.06983895014650268,-0.026031533482796416,0.039184129808969154,-0.10426421792833333,-0.0007320804954238648,0.2847234998653265,0.0795057370406445,-0.04648871058259949,-0.08283103723499695,0.9999999999927208,0.25385157306938727,0.1334629345135255,0.15148319631709964,0.11233134886854866,-0.022232516315271254,-0.1587151795302889,-0.17315900365833797,0.0011227588886397958,-0.0011227588886397958
emp_construct_%,-0.08809176116804508,-0.218783259181307,-0.1882765419106583,-0.2587922801871012,-0.4674008141424387,-0.14938739208577628,-0.033488337954551084,0.15737927727351914,0.016968907831669666,0.07527058937073436,0.3954711907133045,0.05054375908538016,-0.1603424614200311,0.1255304868841922,0.25385157306938727,1.0000000000222744,0.17714342680305661,0.18782917825554965,0.3446389098377612,0.23983414399664943,-0.2154194252533317,-0.18071944660698255,0.2162403388789716,-0.2162403388789716
emp_repair_%,0.16681541679418344,0.11712277251510043,0.07644146122848737,-0.3907382565072937,-0.30569066172240883,-0.3206948570598948,-0.05594858894317067,0.1358367856007202,0.1317547302384926,0.047667442497139154,0.17196691067861627,0.11345642232135451,-0.06293080768329586,0.2395031709432341,0.1334629345135255,0.17714342680305661,0.9999999999475809,0.39411663866052793,0.2560111667896418,0.17893706507787072,0.10404382540757388,-0.06925426551568561,0.15183683720793478,-0.15183683720793478
emp_production_%,0.4022160915463705,-0.06668624802599073,-0.15133165246000288,-0.6088652388635875,-0.386113316374156,-0.4137448531130635,-0.11519199381836864,0.468361629167516,0.0937252345381716,0.23836998389205327,0.29751172828166134,0.16211018886890285,-0.104189742723028,0.2934934480630757,0.15148319631709964,0.18782917825554965,0.39411663866052793,1.0000000000023108,0.34629550231037975,0.45607370474054865,-0.1762282055646912,-0.07710497554671551,0.1386046921794239,-0.1386046921794239
emp_transport_%,0.21614322797922308,-0.005598860823303739,-0.046809939606880235,-0.4363303576837542,-0.4309295910617501,-0.3664772323268286,-0.0437588769270108,0.348980097996473,0.14743839843828718,0.18445195866029634,0.3342011266642159,0.1776238709593382,-0.08086549227232454,0.3217711999275046,0.11233134886854866,0.3446389098377612,0.2560111667896418,0.34629550231037975,0.999999999982821,0.23851627916966217,-0.09948808917600145,0.045574254397679786,0.2418769051447543,-0.2418769051447543
emp_material_%,0.24399233184235114,-0.024005725782812622,-0.0759777316078264,-0.436228612980956,-0.3106929604538352,-0.21065591841154588,-0.2103220822838796,0.2636216423836311,-0.02733534839555951,0.20795951799927961,0.23331457053191929,0.13056437192702713,-0.015525075194499353,0.20970053949975448,-0.022232516315271254,0.23983414399664943,0.17893706507787072,0.45607370474054865,0.23851627916966217,0.9999999999834179,-0.10901222869879953,-0.14754484284054015,0.26212840714363744,-0.26212840714363744
emp_pop_ratio_wh_only,-0.320849246109407,0.9155913443725925,0.9511749296352553,0.07161331770740928,0.2604551554286249,-0.0684660007488528,-0.008100201792389931,-0.21509241529857068,-0.04627296269782913,-0.20109033504851342,-0.2038086887267642,-0.2693617497598806,-0.14495525745229426,-0.08894483721512632,-0.1587151795302889,-0.2154194252533317,0.10404382540757388,-0.1762282055646912,-0.09948808917600145,-0.10901222869879953,1.0000000000570184,0.24144971836738258,-0.06168222580205745,0.06168222580205745
emp_pop_ratio_hisp,-0.10946754044219704,0.3297083763109589,0.343839651691381,-0.05315463542779944,0.12135584725366996,-0.1266112950085541,0.05228658952238503,-0.05080463695827499,-0.024350041338320385,0.010355632346277599,-0.044602426967223587,-0.043936310740551335,0.019804169786633092,0.0067644758579097596,-0.17315900365833797,-0.18071944660698255,-0.06925426551568561,-0.07710497554671551,0.045574254397679786,-0.14754484284054015,0.24144971836738258,1.02428484813404,-0.15946880289166213,0.15946880289166213
employed_male_%,0.00028638125498873585,-0.1315487389727945,-0.12816390884540807,0.036351136231078184,0.046107745261634775,-0.17994237899386437,0.022589158305507517,-0.049372077269716416,0.14402062433841212,-0.01371940434499142,0.06941978844198607,0.024949431789763797,0.08775799755796555,0.16519607868704975,0.0011227588886397958,0.2162403388789716,0.15183683720793478,0.1386046921794239,0.2418769051447543,0.26212840714363744,-0.06168222580205745,-0.15946880289166213,0.9999999999957914,-0.9999999999957914
employed_female_%,-0.00028638125498873585,0.1315487389727945,0.12816390884540807,-0.036351136231078184,-0.046107745261634775,0.17994237899386437,-0.022589158305507517,0.049372077269716416,-0.14402062433841212,0.01371940434499142,-0.06941978844198607,-0.024949431789763797,-0.08775799755796555,-0.16519607868704975,-0.0011227588886397958,-0.2162403388789716,-0.15183683720793478,-0.1386046921794239,-0.2418769051447543,-0.26212840714363744,0.06168222580205745,0.15946880289166213,-0.9999999999957914,0.9999999999957914
