Geography,Start Year,End Year,Year,Sex,Age Group,Race/Ethnicity,Topic,Sub-topic,Category,Sub-Category,Denominator,Case Count,Measure,Lower CI,Upper CI,Statistical Significance,Stability,Measurement Unit
Arlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,44628.35487506,641,1061.9,979.7,1144.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashburnham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,6201.77545315,77,1185.5,920.7,1450.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3293.71230564,60,1722.3,1286.5,2158.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1724.7054414,20,937.5,526.6,1348.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,18148.72277876,229,1236.2,1076.1,1396.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Athol,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,11815.11379029,252,1767,1548.8,1985.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Attleboro,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,44815.33134215,634,1222.1,1127,1317.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Auburn,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,16359.77789609,343,1418.7,1268.6,1568.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Avon,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,4392.08233452,125,1993.7,1644.2,2343.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ayer,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,7826.12642776,195,2423.8,2083.6,2764,N/A,Stable,"Age-Adjusted Rate per 100,000"
Barnstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,44909.93927242,953,1309,1225.9,1392.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Barre,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,5497.44700778,75,1201.3,929.4,1473.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Becket,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1791.0126887,29,1233.2,784.4,1682,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bedford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,14205.88136108,203,914.7,788.9,1040.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Belchertown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,15237.47487799,199,1297.8,1117.5,1478.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bellingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,17218.83573197,247,1287.5,1126.9,1448.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Belmont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,26192.00552589,280,840.4,742,938.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Berkley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,6606.56655605,86,1444.8,1139.4,1750.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Berlin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3040.86125082,52,1123.2,817.9,1428.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bernardston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,2108.65468638,45,1368.1,968.4,1767.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Beverly,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,40771.40925625,945,1806.8,1691.6,1922,N/A,Stable,"Age-Adjusted Rate per 100,000"
Billerica,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,42243.01183081,765,1650.2,1533.3,1767.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Blackstone,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,9065.76266305,110,1106.5,899.7,1313.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Blandford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1234.97742251,12,706.8,306.9,1106.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bolton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,4999.50847488,59,1257.5,936.6,1578.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,661477.99227234,9165,1567.7,1535.6,1599.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bourne,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,20355.97482083,561,1766.3,1620.1,1912.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,5113.51118305,31,614.7,398.3,831.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boxford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,7926.68249184,116,1255.7,1027.2,1484.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boylston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,4435.25974704,58,1080.5,802.4,1358.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Braintree,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,37735.46634152,764,1479,1374.1,1583.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brewster,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,9860.00517222,207,867.1,749,985.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,27669.23385114,428,1632.8,1478.1,1787.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brimfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3693.43690577,59,1211.1,902.1,1520.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brockton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,94849.49146725,2527,2548,2448.7,2647.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3535.09514244,69,1598,1220.9,1975.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brookline,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,61876.03054895,672,982.1,907.8,1056.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Buckland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1881.33860485,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Burlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,26209.60274657,499,1406.6,1283.2,1530,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cambridge,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,109738.06115715,1012,1137,1066.9,1207.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Canton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,22438.08113299,418,1276.1,1153.8,1398.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Carlisle,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,4868.43298565,45,966,683.8,1248.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Carver,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,11871.87194071,259,1614.3,1417.7,1810.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Charlemont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1223.85509344,21,1189.6,680.8,1698.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Charlton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,13566.27402821,160,945.7,799.2,1092.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chatham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,5977.45325963,171,1106.7,940.8,1272.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chelmsford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,35172.28896679,660,1350.8,1247.7,1453.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chelsea,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,37033.04300479,535,1807.5,1654.3,1960.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cheshire,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3111.86636574,68,1489.6,1135.5,1843.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1355.79092796,11,613.1,250.8,975.4,N/A,Unstable,"Age-Adjusted Rate per 100,000"
Chesterfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1219.81373306,13,927.4,423.3,1431.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chicopee,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,56565.38464171,1296,1809.3,1710.8,1907.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chilmark,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,838.73696193,29,2049.4,1303.5,2795.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Clarksburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1690.85704663,14,564.3,268.7,859.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Clinton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,13851.23091854,243,1522.6,1331.2,1714,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cohasset,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,7527.99496771,122,1133.1,932,1334.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Colrain,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1643.16523998,37,1550.4,1050.8,2050,N/A,Stable,"Age-Adjusted Rate per 100,000"
Concord,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,18391.23562729,288,842.9,745.6,940.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Conway,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1910.7714535,16,714.8,364.5,1065.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cummington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,830.97124738,19,1375.9,757.2,1994.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dalton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,6630.90445974,130,1292.3,1070.1,1514.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Danvers,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,27765.82033138,672,1562.5,1444.4,1680.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dartmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,35572.00850114,727,1512.7,1402.7,1622.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dedham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,26053.16690779,520,1326.9,1212.9,1440.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Deerfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,5222.03723336,101,1514.4,1219.1,1809.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dennis,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,13715.98282255,427,1379,1248.2,1509.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dighton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,7472.47955251,113,1421.4,1159.3,1683.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Douglas,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,8956.05411417,104,1423.2,1149.7,1696.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,5452.29217914,76,1250.8,969.6,1532,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dracut,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,31132.88768163,613,1742.5,1604.6,1880.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dudley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,11927.2434608,173,1395.5,1187.5,1603.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dunstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3286.20198817,32,1022.5,668.2,1376.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Duxbury,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,15167.23766482,270,1221.5,1075.8,1367.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,14304.09218937,276,1673.4,1476,1870.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,2217.73055504,42,1626.7,1134.7,2118.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Longmeadow,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,16433.46836244,382,1347.6,1212.5,1482.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Eastham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,4791.80898099,119,1205.1,988.6,1421.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Easthampton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,16069.6814132,317,1482.3,1319.1,1645.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Easton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,23441.93114053,399,1511.6,1363.3,1659.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Edgartown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,4157.54160952,104,1824.6,1473.9,2175.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Egremont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1158.03029679,17,717.5,376.4,1058.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Erving,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,1948.53415173,36,1441.8,970.8,1912.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Essex,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,3641.50941707,65,1357.7,1027.6,1687.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Everett,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,45626.9269013,683,1576.9,1458.6,1695.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fairhaven,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,15994.54051051,462,1664.9,1513.1,1816.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fall River,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,88970.55420582,2063,1880.4,1799.3,1961.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Falmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,31361.8703813,936,1559.2,1459.3,1659.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fitchburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,41190.29012408,714,1618.5,1499.8,1737.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Florida,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,770.98792952,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Foxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,17621.95706928,252,1206.2,1057.3,1355.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Framingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,71987.31000297,1187,1399.3,1319.7,1478.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Franklin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,32966.77150914,387,1241.8,1118.1,1365.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Freetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,8989.57601663,130,1334.8,1105.3,1564.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Gardner,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cardiovascular Disease,Admissions/Observations,Age-Adjusted Rate,20144.61260606,448,1795.1,1628.9,1961.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
