Geography,Start Year,End Year,Year,Sex,Age Group,Race/Ethnicity,Topic,Sub-topic,Category,Sub-Category,Denominator,Case Count,Measure,Lower CI,Upper CI,Statistical Significance,Stability,Measurement Unit
Bourne,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,20355.97482083,32,157.2,102.7,211.7,N/A,Stable,"Crude Rate per 100,000"
Boxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,5113.51118305,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Boxford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,7926.68249184,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Boylston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,4435.25974704,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Braintree,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,37735.46634152,26,68.9,42.4,95.4,N/A,Stable,"Crude Rate per 100,000"
Brewster,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,9860.00517222,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,27669.23385114,16,57.8,29.5,86.1,N/A,Stable,"Crude Rate per 100,000"
Brimfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,3693.43690577,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Brockton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,94849.49146725,76,80.1,62.1,98.1,N/A,Stable,"Crude Rate per 100,000"
Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,3535.09514244,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Brookline,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,61876.03054895,12,19.4,8.4,30.4,N/A,Stable,"Crude Rate per 100,000"
Buckland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1881.33860485,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Burlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,26209.60274657,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Cambridge,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,109738.06115715,29,26.4,16.8,36,N/A,Stable,"Crude Rate per 100,000"
Canton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,22438.08113299,24,107,64.2,149.8,N/A,Stable,"Crude Rate per 100,000"
Carlisle,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,4868.43298565,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Carver,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,11871.87194071,16,134.8,68.7,200.9,N/A,Stable,"Crude Rate per 100,000"
Charlemont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1223.85509344,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Charlton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,13566.27402821,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chatham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,5977.45325963,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chelmsford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,35172.28896679,25,71.1,43.2,99,N/A,Stable,"Crude Rate per 100,000"
Chelsea,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,37033.04300479,17,45.9,24.1,67.7,N/A,Stable,"Crude Rate per 100,000"
Cheshire,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,3111.86636574,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Chester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1355.79092796,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chesterfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1219.81373306,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chicopee,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,56565.38464171,18,31.8,17.1,46.5,N/A,Stable,"Crude Rate per 100,000"
Chilmark,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,838.73696193,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Clarksburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1690.85704663,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Clinton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,13851.23091854,23,166.1,98.2,234,N/A,Stable,"Crude Rate per 100,000"
Cohasset,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,7527.99496771,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Colrain,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1643.16523998,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Concord,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,18391.23562729,19,103.3,56.9,149.7,N/A,Stable,"Crude Rate per 100,000"
Conway,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1910.7714535,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Cummington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,830.97124738,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dalton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,6630.90445974,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Danvers,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,27765.82033138,26,93.6,57.6,129.6,N/A,Stable,"Crude Rate per 100,000"
Dartmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,35572.00850114,23,64.7,38.3,91.1,N/A,Stable,"Crude Rate per 100,000"
Dedham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,26053.16690779,25,96,58.4,133.6,N/A,Stable,"Crude Rate per 100,000"
Deerfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,5222.03723336,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dennis,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,13715.98282255,11,80.2,32.8,127.6,N/A,Unstable,"Crude Rate per 100,000"
Dighton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,7472.47955251,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Douglas,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,8956.05411417,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,5452.29217914,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dracut,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,31132.88768163,23,73.9,43.7,104.1,N/A,Stable,"Crude Rate per 100,000"
Dudley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,11927.2434608,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dunstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,3286.20198817,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Duxbury,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,15167.23766482,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
East Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,14304.09218937,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
East Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,2217.73055504,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
East Longmeadow,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,16433.46836244,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Eastham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,4791.80898099,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Easthampton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,16069.6814132,21,130.7,74.8,186.6,N/A,Stable,"Crude Rate per 100,000"
Easton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,23441.93114053,16,68.3,34.8,101.8,N/A,Stable,"Crude Rate per 100,000"
Edgartown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,4157.54160952,18,432.9,232.9,632.9,N/A,Stable,"Crude Rate per 100,000"
Egremont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1158.03029679,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Erving,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1948.53415173,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Essex,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,3641.50941707,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Everett,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,45626.9269013,19,41.6,22.9,60.3,N/A,Stable,"Crude Rate per 100,000"
Fairhaven,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,15994.54051051,13,81.3,37.1,125.5,N/A,Stable,"Crude Rate per 100,000"
Fall River,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,88970.55420582,37,41.6,28.2,55,N/A,Stable,"Crude Rate per 100,000"
Falmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,31361.8703813,38,121.2,82.7,159.7,N/A,Stable,"Crude Rate per 100,000"
Fitchburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,41190.29012408,41,99.5,69,130,N/A,Stable,"Crude Rate per 100,000"
Florida,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,770.98792952,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Foxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,17621.95706928,17,96.5,50.6,142.4,N/A,Stable,"Crude Rate per 100,000"
Framingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,71987.31000297,42,58.3,40.7,75.9,N/A,Stable,"Crude Rate per 100,000"
Franklin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,32966.77150914,17,51.6,27.1,76.1,N/A,Stable,"Crude Rate per 100,000"
Freetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,8989.57601663,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gardner,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,20144.61260606,44,218.4,153.9,282.9,N/A,Stable,"Crude Rate per 100,000"
Georgetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,8615.01400062,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gill,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1584.25587268,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gloucester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,29010.43358216,27,93.1,58,128.2,N/A,Stable,"Crude Rate per 100,000"
Goshen,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1097.01295277,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Gosnold,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,60.40080462,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Grafton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,18869.47311752,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Granby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,6169.0693396,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Granville,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,1571.66417716,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Great Barrington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,6951.94908852,28,402.8,253.6,552,N/A,Stable,"Crude Rate per 100,000"
Greenfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,17409.34461119,22,126.4,73.6,179.2,N/A,Stable,"Crude Rate per 100,000"
Groton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,11263.97047001,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Groveland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,6699.94693055,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hadley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,5493.15691216,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Halifax,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,7605.08492032,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hamilton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,7707.31912872,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hampden,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Emergency Dept Visit,Crude Rate,5085.51707969,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
