Geography,Start Year,End Year,Year,Sex,Age Group,Race/Ethnicity,Topic,Sub-topic,Category,Sub-Category,Denominator,Case Count,Measure,Lower CI,Upper CI,Statistical Significance,Stability,Measurement Unit
Ayer,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,7826.12642776,25,319.4,194.2,444.6,N/A,Stable,"Crude Rate per 100,000"
Barnstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,44909.93927242,178,396.3,338.1,454.5,N/A,Stable,"Crude Rate per 100,000"
Barre,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5497.44700778,12,218.3,94.8,341.8,N/A,Stable,"Crude Rate per 100,000"
Becket,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1791.0126887,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Bedford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,14205.88136108,31,218.2,141.4,295,N/A,Stable,"Crude Rate per 100,000"
Belchertown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,15237.47487799,31,203.4,131.8,275,N/A,Stable,"Crude Rate per 100,000"
Bellingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,17218.83573197,27,156.8,97.7,215.9,N/A,Stable,"Crude Rate per 100,000"
Belmont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,26192.00552589,60,229.1,171.1,287.1,N/A,Stable,"Crude Rate per 100,000"
Berkley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,6606.56655605,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Berlin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,3040.86125082,11,361.7,147.9,575.5,N/A,Unstable,"Crude Rate per 100,000"
Bernardston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,2108.65468638,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Beverly,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,40771.40925625,136,333.6,277.5,389.7,N/A,Stable,"Crude Rate per 100,000"
Billerica,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,42243.01183081,117,277,226.8,327.2,N/A,Stable,"Crude Rate per 100,000"
Blackstone,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,9065.76266305,11,121.3,49.6,193,N/A,Unstable,"Crude Rate per 100,000"
Blandford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1234.97742251,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Bolton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,4999.50847488,11,220,90,350,N/A,Unstable,"Crude Rate per 100,000"
Boston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,661477.99227234,1508,228,216.5,239.5,N/A,Stable,"Crude Rate per 100,000"
Bourne,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,20355.97482083,119,584.6,479.6,689.6,N/A,Stable,"Crude Rate per 100,000"
Boxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5113.51118305,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Boxford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,7926.68249184,21,264.9,151.6,378.2,N/A,Stable,"Crude Rate per 100,000"
Boylston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,4435.25974704,11,248,101.4,394.6,N/A,Unstable,"Crude Rate per 100,000"
Braintree,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,37735.46634152,124,328.6,270.8,386.4,N/A,Stable,"Crude Rate per 100,000"
Brewster,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,9860.00517222,47,476.7,340.4,613,N/A,Stable,"Crude Rate per 100,000"
Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,27669.23385114,78,281.9,219.3,344.5,N/A,Stable,"Crude Rate per 100,000"
Brimfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,3693.43690577,16,433.2,220.9,645.5,N/A,Stable,"Crude Rate per 100,000"
Brockton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,94849.49146725,389,410.1,369.3,450.9,N/A,Stable,"Crude Rate per 100,000"
Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,3535.09514244,14,396,188.6,603.4,N/A,Stable,"Crude Rate per 100,000"
Brookline,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,61876.03054895,115,185.9,151.9,219.9,N/A,Stable,"Crude Rate per 100,000"
Buckland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1881.33860485,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Burlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,26209.60274657,63,240.4,181,299.8,N/A,Stable,"Crude Rate per 100,000"
Cambridge,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,109738.06115715,162,147.6,124.9,170.3,N/A,Stable,"Crude Rate per 100,000"
Canton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,22438.08113299,59,262.9,195.8,330,N/A,Stable,"Crude Rate per 100,000"
Carlisle,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,4868.43298565,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Carver,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,11871.87194071,30,252.7,162.3,343.1,N/A,Stable,"Crude Rate per 100,000"
Charlemont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1223.85509344,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Charlton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,13566.27402821,31,228.5,148.1,308.9,N/A,Stable,"Crude Rate per 100,000"
Chatham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5977.45325963,42,702.6,490.1,915.1,N/A,Stable,"Crude Rate per 100,000"
Chelmsford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,35172.28896679,141,400.9,334.7,467.1,N/A,Stable,"Crude Rate per 100,000"
Chelsea,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,37033.04300479,68,183.6,140,227.2,N/A,Stable,"Crude Rate per 100,000"
Cheshire,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,3111.86636574,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1355.79092796,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chesterfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1219.81373306,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chicopee,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,56565.38464171,174,307.6,261.9,353.3,N/A,Stable,"Crude Rate per 100,000"
Chilmark,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,838.73696193,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Clarksburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1690.85704663,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Clinton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,13851.23091854,34,245.5,163,328,N/A,Stable,"Crude Rate per 100,000"
Cohasset,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,7527.99496771,25,332.1,201.9,462.3,N/A,Stable,"Crude Rate per 100,000"
Colrain,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1643.16523998,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Concord,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,18391.23562729,48,261,187.2,334.8,N/A,Stable,"Crude Rate per 100,000"
Conway,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1910.7714535,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Cummington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,830.97124738,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dalton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,6630.90445974,18,271.5,146.1,396.9,N/A,Stable,"Crude Rate per 100,000"
Danvers,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,27765.82033138,97,349.4,279.9,418.9,N/A,Stable,"Crude Rate per 100,000"
Dartmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,35572.00850114,122,343,282.1,403.9,N/A,Stable,"Crude Rate per 100,000"
Dedham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,26053.16690779,92,353.1,280.9,425.3,N/A,Stable,"Crude Rate per 100,000"
Deerfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5222.03723336,21,402.1,230.1,574.1,N/A,Stable,"Crude Rate per 100,000"
Dennis,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,13715.98282255,77,561.4,436,686.8,N/A,Stable,"Crude Rate per 100,000"
Dighton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,7472.47955251,21,281,160.8,401.2,N/A,Stable,"Crude Rate per 100,000"
Douglas,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,8956.05411417,17,189.8,99.6,280,N/A,Stable,"Crude Rate per 100,000"
Dover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5452.29217914,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dracut,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,31132.88768163,118,379,310.6,447.4,N/A,Stable,"Crude Rate per 100,000"
Dudley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,11927.2434608,30,251.5,161.5,341.5,N/A,Stable,"Crude Rate per 100,000"
Dunstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,3286.20198817,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Duxbury,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,15167.23766482,43,283.5,198.8,368.2,N/A,Stable,"Crude Rate per 100,000"
East Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,14304.09218937,37,258.7,175.3,342.1,N/A,Stable,"Crude Rate per 100,000"
East Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,2217.73055504,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
East Longmeadow,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,16433.46836244,66,401.6,304.7,498.5,N/A,Stable,"Crude Rate per 100,000"
Eastham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,4791.80898099,17,354.8,186.1,523.5,N/A,Stable,"Crude Rate per 100,000"
Easthampton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,16069.6814132,50,311.1,224.9,397.3,N/A,Stable,"Crude Rate per 100,000"
Easton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,23441.93114053,62,264.5,198.7,330.3,N/A,Stable,"Crude Rate per 100,000"
Edgartown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,4157.54160952,19,457,251.5,662.5,N/A,Stable,"Crude Rate per 100,000"
Egremont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1158.03029679,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Erving,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1948.53415173,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Essex,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,3641.50941707,15,411.9,203.4,620.4,N/A,Stable,"Crude Rate per 100,000"
Everett,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,45626.9269013,90,197.3,156.5,238.1,N/A,Stable,"Crude Rate per 100,000"
Fairhaven,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,15994.54051051,84,525.2,412.9,637.5,N/A,Stable,"Crude Rate per 100,000"
Fall River,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,88970.55420582,314,352.9,313.9,391.9,N/A,Stable,"Crude Rate per 100,000"
Falmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,31361.8703813,199,634.5,546.3,722.7,N/A,Stable,"Crude Rate per 100,000"
Fitchburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,41190.29012408,118,286.5,234.8,338.2,N/A,Stable,"Crude Rate per 100,000"
Florida,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,770.98792952,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Foxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,17621.95706928,46,261,185.6,336.4,N/A,Stable,"Crude Rate per 100,000"
Framingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,71987.31000297,171,237.5,201.9,273.1,N/A,Stable,"Crude Rate per 100,000"
Franklin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,32966.77150914,48,145.6,104.4,186.8,N/A,Stable,"Crude Rate per 100,000"
Freetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,8989.57601663,20,222.5,125,320,N/A,Stable,"Crude Rate per 100,000"
Gardner,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,20144.61260606,69,342.5,261.7,423.3,N/A,Stable,"Crude Rate per 100,000"
Georgetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,8615.01400062,21,243.8,139.5,348.1,N/A,Stable,"Crude Rate per 100,000"
Gill,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1584.25587268,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gloucester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,29010.43358216,108,372.3,302.1,442.5,N/A,Stable,"Crude Rate per 100,000"
Goshen,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1097.01295277,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gosnold,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,60.40080462,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Grafton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,18869.47311752,40,212,146.3,277.7,N/A,Stable,"Crude Rate per 100,000"
Granby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,6169.0693396,16,259.4,132.3,386.5,N/A,Stable,"Crude Rate per 100,000"
Granville,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,1571.66417716,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Great Barrington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,6951.94908852,33,474.7,312.7,636.7,N/A,Stable,"Crude Rate per 100,000"
Greenfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,17409.34461119,81,465.3,364,566.6,N/A,Stable,"Crude Rate per 100,000"
Groton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,11263.97047001,31,275.2,178.3,372.1,N/A,Stable,"Crude Rate per 100,000"
Groveland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,6699.94693055,17,253.7,133.1,374.3,N/A,Stable,"Crude Rate per 100,000"
Hadley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5493.15691216,11,200.2,81.9,318.5,N/A,Unstable,"Crude Rate per 100,000"
Halifax,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,7605.08492032,34,447.1,296.8,597.4,N/A,Stable,"Crude Rate per 100,000"
Hamilton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,7707.31912872,24,311.4,186.8,436,N/A,Stable,"Crude Rate per 100,000"
Hampden,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,5085.51707969,12,236,102.5,369.5,N/A,Stable,"Crude Rate per 100,000"
Hancock,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,683.2505947,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Hanover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Stroke,Admissions/Observations,Crude Rate,14141.72861565,32,226.3,147.9,304.7,N/A,Stable,"Crude Rate per 100,000"
