Geography,Start Year,End Year,Year,Sex,Age Group,Race/Ethnicity,Topic,Sub-topic,Category,Sub-Category,Denominator,Case Count,Measure,Lower CI,Upper CI,Statistical Significance,Stability,Measurement Unit
Arlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,44628.35487506,47,105.3,75.2,135.4,N/A,Stable,"Crude Rate per 100,000"
Ashburnham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,6201.77545315,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Ashby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3293.71230564,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Ashfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1724.7054414,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Ashland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,18148.72277876,13,71.6,32.7,110.5,N/A,Stable,"Crude Rate per 100,000"
Athol,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,11815.11379029,37,313.2,212.3,414.1,N/A,Stable,"Crude Rate per 100,000"
Attleboro,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,44815.33134215,68,151.7,115.6,187.8,N/A,Stable,"Crude Rate per 100,000"
Auburn,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,16359.77789609,27,165,102.8,227.2,N/A,Stable,"Crude Rate per 100,000"
Avon,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,4392.08233452,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Ayer,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,7826.12642776,19,242.8,133.6,352,N/A,Stable,"Crude Rate per 100,000"
Barnstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,44909.93927242,74,164.8,127.3,202.3,N/A,Stable,"Crude Rate per 100,000"
Barre,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5497.44700778,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Becket,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1791.0126887,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Bedford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,14205.88136108,11,77.4,31.7,123.1,N/A,Unstable,"Crude Rate per 100,000"
Belchertown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,15237.47487799,20,131.3,73.8,188.8,N/A,Stable,"Crude Rate per 100,000"
Bellingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,17218.83573197,18,104.5,56.2,152.8,N/A,Stable,"Crude Rate per 100,000"
Belmont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,26192.00552589,13,49.6,22.6,76.6,N/A,Stable,"Crude Rate per 100,000"
Berkley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,6606.56655605,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Berlin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3040.86125082,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Bernardston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,2108.65468638,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Beverly,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,40771.40925625,63,154.5,116.3,192.7,N/A,Stable,"Crude Rate per 100,000"
Billerica,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,42243.01183081,75,177.5,137.3,217.7,N/A,Stable,"Crude Rate per 100,000"
Blackstone,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,9065.76266305,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Blandford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1234.97742251,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Bolton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,4999.50847488,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Boston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,661477.99227234,1566,236.7,225,248.4,N/A,Stable,"Crude Rate per 100,000"
Bourne,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,20355.97482083,38,186.7,127.3,246.1,N/A,Stable,"Crude Rate per 100,000"
Boxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5113.51118305,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Boxford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,7926.68249184,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Boylston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,4435.25974704,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Braintree,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,37735.46634152,63,167,125.8,208.2,N/A,Stable,"Crude Rate per 100,000"
Brewster,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,9860.00517222,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,27669.23385114,28,101.2,63.7,138.7,N/A,Stable,"Crude Rate per 100,000"
Brimfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3693.43690577,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Brockton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,94849.49146725,402,423.8,382.4,465.2,N/A,Stable,"Crude Rate per 100,000"
Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3535.09514244,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Brookline,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,61876.03054895,43,69.5,48.7,90.3,N/A,Stable,"Crude Rate per 100,000"
Buckland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1881.33860485,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Burlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,26209.60274657,56,213.7,157.7,269.7,N/A,Stable,"Crude Rate per 100,000"
Cambridge,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,109738.06115715,88,80.2,63.4,97,N/A,Stable,"Crude Rate per 100,000"
Canton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,22438.08113299,43,191.6,134.3,248.9,N/A,Stable,"Crude Rate per 100,000"
Carlisle,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,4868.43298565,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Carver,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,11871.87194071,31,261.1,169.2,353,N/A,Stable,"Crude Rate per 100,000"
Charlemont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1223.85509344,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Charlton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,13566.27402821,16,117.9,60.1,175.7,N/A,Stable,"Crude Rate per 100,000"
Chatham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5977.45325963,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chelmsford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,35172.28896679,42,119.4,83.3,155.5,N/A,Stable,"Crude Rate per 100,000"
Chelsea,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,37033.04300479,84,226.8,178.3,275.3,N/A,Stable,"Crude Rate per 100,000"
Cheshire,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3111.86636574,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1355.79092796,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Chesterfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1219.81373306,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Chicopee,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,56565.38464171,150,265.2,222.8,307.6,N/A,Stable,"Crude Rate per 100,000"
Chilmark,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,838.73696193,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Clarksburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1690.85704663,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Clinton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,13851.23091854,35,252.7,169,336.4,N/A,Stable,"Crude Rate per 100,000"
Cohasset,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,7527.99496771,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Colrain,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1643.16523998,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Concord,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,18391.23562729,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Conway,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1910.7714535,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Cummington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,830.97124738,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dalton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,6630.90445974,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Danvers,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,27765.82033138,54,194.5,142.6,246.4,N/A,Stable,"Crude Rate per 100,000"
Dartmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,35572.00850114,57,160.2,118.6,201.8,N/A,Stable,"Crude Rate per 100,000"
Dedham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,26053.16690779,47,180.4,128.8,232,N/A,Stable,"Crude Rate per 100,000"
Deerfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5222.03723336,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dennis,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,13715.98282255,21,153.1,87.6,218.6,N/A,Stable,"Crude Rate per 100,000"
Dighton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,7472.47955251,11,147.2,60.2,234.2,N/A,Unstable,"Crude Rate per 100,000"
Douglas,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,8956.05411417,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5452.29217914,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Dracut,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,31132.88768163,45,144.5,102.3,186.7,N/A,Stable,"Crude Rate per 100,000"
Dudley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,11927.2434608,16,134.1,68.4,199.8,N/A,Stable,"Crude Rate per 100,000"
Dunstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3286.20198817,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Duxbury,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,15167.23766482,12,79.1,34.3,123.9,N/A,Stable,"Crude Rate per 100,000"
East Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,14304.09218937,22,153.8,89.5,218.1,N/A,Stable,"Crude Rate per 100,000"
East Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,2217.73055504,14,631.3,300.6,962,N/A,Stable,"Crude Rate per 100,000"
East Longmeadow,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,16433.46836244,17,103.4,54.2,152.6,N/A,Stable,"Crude Rate per 100,000"
Eastham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,4791.80898099,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Easthampton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,16069.6814132,35,217.8,145.6,290,N/A,Stable,"Crude Rate per 100,000"
Easton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,23441.93114053,36,153.6,103.4,203.8,N/A,Stable,"Crude Rate per 100,000"
Edgartown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,4157.54160952,11,264.6,108.2,421,N/A,Unstable,"Crude Rate per 100,000"
Egremont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1158.03029679,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Erving,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1948.53415173,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Essex,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,3641.50941707,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Everett,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,45626.9269013,73,160,123.3,196.7,N/A,Stable,"Crude Rate per 100,000"
Fairhaven,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,15994.54051051,18,112.5,60.5,164.5,N/A,Stable,"Crude Rate per 100,000"
Fall River,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,88970.55420582,248,278.7,244,313.4,N/A,Stable,"Crude Rate per 100,000"
Falmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,31361.8703813,50,159.4,115.2,203.6,N/A,Stable,"Crude Rate per 100,000"
Fitchburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,41190.29012408,97,235.5,188.6,282.4,N/A,Stable,"Crude Rate per 100,000"
Florida,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,770.98792952,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Foxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,17621.95706928,12,68.1,29.6,106.6,N/A,Stable,"Crude Rate per 100,000"
Framingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,71987.31000297,89,123.6,97.9,149.3,N/A,Stable,"Crude Rate per 100,000"
Franklin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,32966.77150914,31,94,60.9,127.1,N/A,Stable,"Crude Rate per 100,000"
Freetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,8989.57601663,14,155.7,74.1,237.3,N/A,Stable,"Crude Rate per 100,000"
Gardner,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,20144.61260606,45,223.4,158.1,288.7,N/A,Stable,"Crude Rate per 100,000"
Georgetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,8615.01400062,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gill,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1584.25587268,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Gloucester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,29010.43358216,81,279.2,218.4,340,N/A,Stable,"Crude Rate per 100,000"
Goshen,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1097.01295277,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Gosnold,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,60.40080462,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
Grafton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,18869.47311752,11,58.3,23.8,92.8,N/A,Unstable,"Crude Rate per 100,000"
Granby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,6169.0693396,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Granville,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,1571.66417716,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Great Barrington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,6951.94908852,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Greenfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,17409.34461119,51,292.9,212.5,373.3,N/A,Stable,"Crude Rate per 100,000"
Groton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,11263.97047001,13,115.4,52.7,178.1,N/A,Stable,"Crude Rate per 100,000"
Groveland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,6699.94693055,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hadley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5493.15691216,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Halifax,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,7605.08492032,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hamilton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,7707.31912872,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hampden,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,5085.51707969,NS,NS,NS,NS,N/A,NS,"Crude Rate per 100,000"
Hancock,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Diabetes,Admissions/Observations,Crude Rate,683.2505947,0,0,0,0,N/A,Unstable,"Crude Rate per 100,000"
