Geography,Start Year,End Year,Year,Sex,Age Group,Race/Ethnicity,Topic,Sub-topic,Category,Sub-Category,Denominator,Case Count,Measure,Lower CI,Upper CI,Statistical Significance,Stability,Measurement Unit
Berkley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,6606.56655605,28,399.6,251.6,547.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Berlin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,3040.86125082,13,270.6,123.5,417.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bernardston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,2108.65468638,14,454.4,216.4,692.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Beverly,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,40771.40925625,136,267,222.1,311.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Billerica,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,42243.01183081,197,404,347.6,460.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Blackstone,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,9065.76266305,24,221.1,132.6,309.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Blandford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1234.97742251,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Bolton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,4999.50847488,18,372.9,200.6,545.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,661477.99227234,2291,385.6,369.8,401.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bourne,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,20355.97482083,95,337.5,269.6,405.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,5113.51118305,16,284.8,145.2,424.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boxford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,7926.68249184,28,314,197.7,430.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boylston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,4435.25974704,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Braintree,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,37735.46634152,196,422.6,363.4,481.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brewster,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,9860.00517222,57,330.1,244.4,415.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,27669.23385114,100,355.7,286,425.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brimfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,3693.43690577,17,376.6,197.6,555.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brockton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,94849.49146725,415,409.3,369.9,448.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,3535.09514244,16,354.1,180.6,527.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brookline,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,61876.03054895,230,366.1,318.8,413.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Buckland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1881.33860485,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Burlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,26209.60274657,128,375.8,310.7,440.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cambridge,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,109738.06115715,305,319.9,284,355.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Canton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,22438.08113299,99,329,264.2,393.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Carlisle,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,4868.43298565,20,341.5,191.8,491.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Carver,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,11871.87194071,61,383,286.9,479.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Charlemont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1223.85509344,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Charlton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,13566.27402821,50,305.8,221,390.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chatham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,5977.45325963,49,443.6,319.4,567.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chelmsford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,35172.28896679,141,306.8,256.2,357.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chelsea,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,37033.04300479,124,406.3,334.8,477.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cheshire,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,3111.86636574,23,495.6,293.1,698.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1355.79092796,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Chesterfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1219.81373306,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Chicopee,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,56565.38464171,207,294.7,254.6,334.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chilmark,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,838.73696193,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Clarksburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1690.85704663,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Clinton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,13851.23091854,71,448.2,343.9,552.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cohasset,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,7527.99496771,40,393.9,271.8,516,N/A,Stable,"Age-Adjusted Rate per 100,000"
Colrain,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1643.16523998,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Concord,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,18391.23562729,92,334.8,266.4,403.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Conway,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1910.7714535,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Cummington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,830.97124738,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Dalton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,6630.90445974,30,363.5,233.4,493.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Danvers,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,27765.82033138,129,331.8,274.5,389.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dartmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,35572.00850114,124,290.2,239.1,341.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dedham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,26053.16690779,123,342.8,282.2,403.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Deerfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,5222.03723336,15,222.2,109.8,334.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dennis,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,13715.98282255,100,314.3,252.7,375.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dighton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,7472.47955251,18,191.1,102.8,279.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Douglas,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,8956.05411417,28,305.6,192.4,418.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,5452.29217914,30,434.7,279.1,590.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dracut,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,31132.88768163,118,316.2,259.1,373.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dudley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,11927.2434608,35,267,178.5,355.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dunstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,3286.20198817,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Duxbury,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,15167.23766482,66,316.4,240.1,392.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,14304.09218937,77,427.7,332.2,523.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,2217.73055504,12,486.6,211.3,761.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Longmeadow,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,16433.46836244,76,302.4,234.4,370.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Eastham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,4791.80898099,44,453.1,319.2,587,N/A,Stable,"Age-Adjusted Rate per 100,000"
Easthampton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,16069.6814132,61,268,200.7,335.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Easton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,23441.93114053,111,408.5,332.5,484.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Edgartown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,4157.54160952,23,353.6,209.1,498.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Egremont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1158.03029679,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Erving,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1948.53415173,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Essex,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,3641.50941707,20,421.8,236.9,606.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Everett,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,45626.9269013,167,386.2,327.6,444.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fairhaven,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,15994.54051051,86,343.5,270.9,416.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fall River,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,88970.55420582,378,355.3,319.5,391.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Falmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,31361.8703813,200,385.8,332.3,439.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fitchburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,41190.29012408,120,274.1,225.1,323.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Florida,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,770.98792952,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Foxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,17621.95706928,82,393.4,308.3,478.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Framingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,71987.31000297,310,383.4,340.7,426.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Franklin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,32966.77150914,144,424.1,354.8,493.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Freetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,8989.57601663,29,237,150.7,323.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Gardner,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,20144.61260606,80,322.4,251.8,393,N/A,Stable,"Age-Adjusted Rate per 100,000"
Georgetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,8615.01400062,31,305.3,197.8,412.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Gill,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1584.25587268,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Gloucester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,29010.43358216,157,343.9,290.1,397.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Goshen,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1097.01295277,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Gosnold,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,60.40080462,0,0,0,0,N/A,Unstable,"Age-Adjusted Rate per 100,000"
Grafton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,18869.47311752,62,306.7,230.4,383,N/A,Stable,"Age-Adjusted Rate per 100,000"
Granby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,6169.0693396,24,329.3,197.6,461,N/A,Stable,"Age-Adjusted Rate per 100,000"
Granville,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Cancer,Admissions/Observations,Age-Adjusted Rate,1571.66417716,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
