Geography,Start Year,End Year,Year,Sex,Age Group,Race/Ethnicity,Topic,Sub-topic,Category,Sub-Category,Denominator,Case Count,Measure,Lower CI,Upper CI,Statistical Significance,Stability,Measurement Unit
Arlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,44628.35487506,665,1692.1,1563.5,1820.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashburnham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,6201.77545315,63,1042.4,785,1299.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashby,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3293.71230564,56,2042.4,1507.5,2577.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1724.7054414,19,1570.4,864.3,2276.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ashland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,18148.72277876,285,1650.1,1458.5,1841.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Athol,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,11815.11379029,436,3664.3,3320.3,4008.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Attleboro,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,44815.33134215,1423,3169.7,3005,3334.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Auburn,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,16359.77789609,336,2243.6,2003.7,2483.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Avon,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,4392.08233452,99,2298,1845.3,2750.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Ayer,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,7826.12642776,246,3080.9,2695.9,3465.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Barnstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,44909.93927242,2033,4922.9,4708.9,5136.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Barre,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,5497.44700778,117,2126,1740.8,2511.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Becket,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1791.0126887,19,1431.4,787.8,2075,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bedford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,14205.88136108,251,2162,1894.5,2429.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Belchertown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,15237.47487799,211,1436.9,1243,1630.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bellingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,17218.83573197,236,1465.9,1278.9,1652.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Belmont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,26192.00552589,254,1062.3,931.7,1192.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Berkley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,6606.56655605,110,1794,1458.7,2129.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Berlin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3040.86125082,42,1144.8,798.6,1491,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bernardston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,2108.65468638,29,1709.2,1087.1,2331.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Beverly,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,40771.40925625,1269,3047.7,2880,3215.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Billerica,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,42243.01183081,650,1588.9,1466.7,1711.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Blackstone,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,9065.76266305,130,1490.9,1234.6,1747.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Blandford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1234.97742251,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Bolton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,4999.50847488,72,1885.2,1449.7,2320.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,661477.99227234,21349,3259.7,3216,3303.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bourne,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,20355.97482083,530,2790.5,2552.9,3028.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,5113.51118305,59,1311.1,976.5,1645.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boxford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,7926.68249184,69,1075.9,822,1329.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Boylston,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,4435.25974704,42,1031.6,719.6,1343.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Braintree,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,37735.46634152,681,1915,1771.2,2058.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brewster,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,9860.00517222,189,2762.1,2368.3,3155.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,27669.23385114,398,1383.4,1247.5,1519.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brimfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3693.43690577,58,1864.1,1384.4,2343.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brockton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,94849.49146725,4625,4852.3,4712.5,4992.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3535.09514244,61,2026.7,1518.1,2535.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Brookline,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,61876.03054895,565,931.5,854.7,1008.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Buckland,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1881.33860485,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Burlington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,26209.60274657,325,1315.3,1172.3,1458.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cambridge,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,109738.06115715,2808,2998,2887.1,3108.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Canton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,22438.08113299,322,1512.8,1347.6,1678,N/A,Stable,"Age-Adjusted Rate per 100,000"
Carlisle,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,4868.43298565,45,1149.4,813.6,1485.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Carver,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,11871.87194071,242,2229.7,1948.8,2510.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Charlemont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1223.85509344,12,1260.4,547.3,1973.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Charlton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,13566.27402821,173,1348.9,1147.9,1549.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chatham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,5977.45325963,122,3196.2,2629,3763.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chelmsford,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,35172.28896679,481,1515.7,1380.2,1651.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chelsea,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,37033.04300479,1349,3581.5,3390.4,3772.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cheshire,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3111.86636574,31,1114.4,722.1,1506.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chester,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1355.79092796,11,944.3,386.3,1502.3,N/A,Unstable,"Age-Adjusted Rate per 100,000"
Chesterfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1219.81373306,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Chicopee,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,56565.38464171,1590,2890.1,2748,3032.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Chilmark,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,838.73696193,20,3125,1755.4,4494.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Clarksburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1690.85704663,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Clinton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,13851.23091854,373,2739.7,2461.7,3017.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cohasset,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,7527.99496771,83,1393.5,1093.7,1693.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Colrain,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1643.16523998,33,2194.8,1446,2943.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Concord,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,18391.23562729,237,1488,1298.6,1677.4,N/A,Stable,"Age-Adjusted Rate per 100,000"
Conway,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1910.7714535,17,1105.5,580,1631,N/A,Stable,"Age-Adjusted Rate per 100,000"
Cummington,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,830.97124738,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Dalton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,6630.90445974,117,1915.9,1568.7,2263.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Danvers,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,27765.82033138,578,2161,1984.8,2337.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dartmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,35572.00850114,491,1457.3,1328.4,1586.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dedham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,26053.16690779,461,1902.8,1729.1,2076.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Deerfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,5222.03723336,57,1240,918.1,1561.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dennis,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,13715.98282255,498,5088.1,4641.2,5535,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dighton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,7472.47955251,117,1635.5,1339.1,1931.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Douglas,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,8956.05411417,115,1448.2,1183.5,1712.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dover,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,5452.29217914,53,1336.3,976.5,1696.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dracut,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,31132.88768163,607,2007.2,1847.5,2166.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dudley,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,11927.2434608,187,1637.5,1402.8,1872.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Dunstable,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3286.20198817,14,675.1,321.5,1028.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Duxbury,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,15167.23766482,192,1515.4,1301,1729.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Bridgewater,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,14304.09218937,249,1842.4,1613.6,2071.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Brookfield,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,2217.73055504,31,1526.2,988.9,2063.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
East Longmeadow,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,16433.46836244,180,1106.8,945.1,1268.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Eastham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,4791.80898099,102,3571.9,2878.7,4265.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Easthampton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,16069.6814132,249,1528.1,1338.3,1717.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Easton,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,23441.93114053,330,1497.3,1335.7,1658.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Edgartown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,4157.54160952,113,3150.9,2569.9,3731.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Egremont,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1158.03029679,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Erving,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1948.53415173,20,1152.4,647.3,1657.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Essex,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,3641.50941707,65,1881.6,1424.2,2339,N/A,Stable,"Age-Adjusted Rate per 100,000"
Everett,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,45626.9269013,1198,2524.7,2381.7,2667.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fairhaven,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,15994.54051051,307,1944.3,1726.8,2161.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fall River,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,88970.55420582,4443,5058.4,4909.7,5207.1,N/A,Stable,"Age-Adjusted Rate per 100,000"
Falmouth,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,31361.8703813,1034,4056,3808.8,4303.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Fitchburg,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,41190.29012408,1459,3503.1,3323.3,3682.9,N/A,Stable,"Age-Adjusted Rate per 100,000"
Florida,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,770.98792952,NS,NS,NS,NS,N/A,NS,"Age-Adjusted Rate per 100,000"
Foxborough,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,17621.95706928,184,1079.8,923.8,1235.8,N/A,Stable,"Age-Adjusted Rate per 100,000"
Framingham,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,71987.31000297,1525,2087.7,1982.9,2192.5,N/A,Stable,"Age-Adjusted Rate per 100,000"
Franklin,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,32966.77150914,470,1495,1359.8,1630.2,N/A,Stable,"Age-Adjusted Rate per 100,000"
Freetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,8989.57601663,159,1984.3,1675.9,2292.7,N/A,Stable,"Age-Adjusted Rate per 100,000"
Gardner,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,20144.61260606,794,4020.9,3741.2,4300.6,N/A,Stable,"Age-Adjusted Rate per 100,000"
Georgetown,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,8615.01400062,99,1338.6,1074.9,1602.3,N/A,Stable,"Age-Adjusted Rate per 100,000"
Gill,2014,N/A,2014,Total,Total all ages,All Races - Ethnicities,Hospitalization - Chronic Illness,Mental Health,Emergency Dept Visit,Age-Adjusted Rate,1584.25587268,23,1690.9,999.8,2382,N/A,Stable,"Age-Adjusted Rate per 100,000"
